"Drift.Time..days.","NA_11_HP","Column1","Column2","NA_11_H","Column3","Column4","NA_11_M","Column5","Column6","NA_11_L","Column7","Column8","Alt2a_11_M","Column9","Column10","NA_75_HP","Column11","Column12","NA_75_H","Column13","Column14","NA_75_M","Column15","Column16","NA_75_L","Column17","Column18","NA_75_LF","Column19","Column20"
6.875,"3.86344113702006","180.79160980542","0.0047125175828219","3.85787864069255","180.167581984309","0.00471655473954914","3.70408269132713","171.029739434754","0.00471655473954914","3.52301228260175","160.065592775419","0.00471655473954914","3.85497182443608","171.319739207951","0.00473877038636676","3.97271527844284","182.664959080523","0.122888873350871","3.96490376671543","181.37173948367","0.122888873350871","3.84138575998344","173.637600826964","0.122888873350871","3.68741093201018","163.946082381511","0.122888873350871","3.67354537868811","161.757498810803","0.122888873350871"
7,"3.86378544807818","184.655395253498","0.00321369237156867","3.85827435183316","184.025856336142","0.0032169481821449","3.70531018818788","174.735049622942","0.0032169481821449","3.52516298503869","163.590755760458","0.0032169481821449","3.8554437961989","175.17518300415","0.00323175377508058","3.9599250483859","186.624884128909","0.0991725776765852","3.95219505111961","185.32393453479","0.0991725776765852","3.82992738164571","177.46752820861","0.0991725776765852","3.67747187777689","167.623554259288","0.0991725776765852","3.66374389671756","165.421242707521","0.0991725776765852"
7.125,"3.86394276111137","188.51933801461","0.00219011499434928","3.85847973695744","187.8843360731","0.00219268129653392","3.70634125333196","178.441390876274","0.00219268129653392","3.52710890310217","167.11786466356","0.00219268129653392","3.85577127761757","179.030954281768","0.00220249387387446","3.9477211061881","190.572605235097","0.0800013301343707","3.94007910731818","189.264013642108","0.0800013301343707","3.81916322956602","181.286691438176","0.0800013301343707","3.6683485806739","171.291902839962","0.0800013301343707","3.65476918315661","169.076011890677","0.0800013301343707"
7.25,"3.86459898137044","192.38393699598","0.0014929346971712","3.85919384713005","191.74352992023","0.00149484057298088","3.70782080201717","182.149211678291","0.00149484057298088","3.52943377475025","170.64729843831","0.00149484057298088","3.85659335355153","182.887547635319","0.00150132136572578","3.93738742968773","194.509992664785","0.0645543419384753","3.929826416597","193.193840058705","0.0645543419384753","3.81015322737889","185.096844665555","0.0645543419384753","3.66084888140528","174.952751721367","0.0645543419384753","3.64740672745967","172.723418618137","0.0645543419384753"
7.375,"3.87197276245742","196.255909758438","0.00101905612406012","3.86660866336603","195.610138583596","0.00102052884355411","3.71603677044768","185.865248448739","0.00102052884355411","3.53853460729784","174.185833045608","0.00102052884355411","3.86474049227488","186.752288127594","0.00102480801352096","3.9458737734411","198.455866438226","0.0521222272902338","3.93838891857279","197.132228977278","0.0521222272902338","3.81988188918836","188.916726554743","0.0521222272902338","3.67199591023811","178.624747631605","0.0521222272902338","3.65868299277356","176.382101610911","0.0521222272902338"
7.5,"3.89036936376934","200.146279122207","0.000696785790469671","3.88504953877135","199.495188122367","0.000697872514973505","3.73540956692668","189.600658015666","0.000697872514973505","3.55893972285144","177.74477276846","0.000697872514973505","3.88501483589939","190.637302963494","0.00070069096033548","3.96655225651907","202.422418694745","0.0421747153005259","3.95913854102462","201.091367518302","0.0421747153005259","3.84171628071745","192.75844283546","0.0421747153005259","3.69514992700925","182.319897558615","0.0421747153005259","3.68195799435036","180.064059605261","0.0421747153005259"
7.625,"3.91265297993034","204.058932102137","0.000477508862863679","3.90738680214971","203.402574924517","0.000478307899717441","3.75871018529002","193.359368200956","0.000478307899717441","3.58330798753285","181.328080755993","0.000478307899717441","3.90957040978862","194.546873373282","0.000480165352401624","3.98628299076572","206.408701685511","0.0342396478481559","3.97894022662791","205.07030774493","0.0342396478481559","3.8626040777223","196.621046913183","0.0342396478481559","3.71735757584382","186.037255134459","0.0342396478481559","3.7042869867625","183.768346592023","0.0342396478481559"
7.75,"3.92864761835553","207.987579720493","0.000328208395523503","3.92342990721263","207.326004831729","0.000328773819682626","3.77575254665685","197.135120747613","0.000328773819682626","3.60145963549346","184.929540391486","0.000328773819682626","3.92750839803589","198.474381771318","0.000330000371473823","4.00216431846622","210.410866003977","0.0279122079471105","3.99489106466519","209.065198809596","0.0279122079471105","3.87961527980494","200.500662192988","0.0279122079471105","3.73565643630319","189.772911570762","0.0279122079471105","3.72270471368053","187.491051305704","0.0279122079471105"
7.875,"3.9338336880298","211.921413408523","0.000226477923190537","3.92866276944272","211.254667601172","0.000226876646184329","3.78188117775551","200.917001925368","0.000226876646184329","3.60858158827891","188.538121979765","0.000226876646184329","3.93371153827755","202.408093309596","0.000227689416627744","4.00348731878227","214.414353322759","0.0228530935121927","3.99627154887129","213.061470358467","0.0228530935121927","3.88187168490817","204.382533877896","0.0228530935121927","3.73897662308807","193.51188819385","0.0228530935121927","3.7261245201863","191.21717582589","0.0228530935121927"
8,"3.93357576495549","215.854989173478","0.000157031786865992","3.92844781095859","215.183115412131","0.00015731765180018","3.78245586097154","204.69945778634","0.00015731765180018","3.61003113625227","192.148153116017","0.00015731765180018","3.93392700933229","206.342020318928","0.000157860006334538","3.99727262144452","218.411625944204","0.0187972804968674","3.99012182508165","217.051592183549","0.0187972804968674","3.8767062895956","208.259240167491","0.0187972804968674","3.7350044520697","197.24689264592","0.0187972804968674","3.72226382026504","194.939439646155","0.0187972804968674"
8.125,"3.93327247429815","219.788261647776","0.000109484965499713","3.92819191036464","219.111307322495","0.000109691505708844","3.78302117331836","208.482478959658","0.000109691505708844","3.61150677606969","195.759659892087","0.000109691505708844","3.93419688185247","210.27621720078","0.000110056694299545","3.99265262292465","222.404278567128","0.0155409250914783","3.98556823792544","221.037160421474","0.0155409250914783","3.87316358610334","212.132403753595","0.0155409250914783","3.7326850394588","200.979577685378","0.0155409250914783","3.72005884559175","198.659498491747","0.0155409250914783"
8.25,"3.93346358439023","223.721725232167","7.67914232020183e-05","3.92841775218065","223.039725074676","7.6938296356311e-05","3.78400796630408","212.266486925962","7.6938296356311e-05","3.61333541220728","199.372995304294","7.6938296356311e-05","3.93490762167811","214.211124822459","7.71860551776226e-05","3.99159237810783","226.395870945236","0.0129217608252143","3.98456723258598","225.02172765406","0.0129217608252143","3.87306058573394","216.005464339329","0.0129217608252143","3.73366735559732","204.713245040976","0.0129217608252143","3.72114387981823","202.380642371565","0.0129217608252143"
8.375,"3.93668175496703","227.658406987134","5.41964656106983e-05","3.93166749757789","226.971392572254","5.42926055941733e-05","3.78795758504288","216.054444511005","5.42926055941733e-05","3.61805775238143","202.991053056676","5.42926055941733e-05","3.93880124107408","218.149926063533","5.44618572209259e-05","4.01174281759809","230.407613762834","0.0108081161727693","4.00477027328782","229.026497927348","0.0108081161727693","3.89405754587165","219.8995218852","0.0108081161727693","3.7556220835798","208.468867124555","0.0108081161727693","3.74319018756955","206.123832559135","0.0108081161727693"
8.5,"3.9481224859324","231.606529473066","3.8532909168619e-05","3.94314976706091","230.914542339315","3.85968259554313e-05","3.80007824176611","219.854522752771","3.85968259554313e-05","3.63088128288315","206.621934339559","3.85968259554313e-05","3.95142649449765","222.10135255803","3.87144501635218e-05","4.03399799928251","234.441611762117","0.00909711811718958","4.02710191232671","233.053599839674","0.00909711811718958","3.91754865125058","223.817070536451","0.00909711811718958","3.78051119709153","212.249378321647","0.00909711811718958","3.76821074245719","209.892043301592","0.00909711811718958"
8.625,"3.9654435343316","235.571973007398","2.76231989039118e-05","3.96050208712139","234.875044426436","2.76660768885491e-05","3.81805329462319","223.672576047394","2.76660768885491e-05","3.64954172131723","210.271476060876","2.76660768885491e-05","3.97036946518431","226.071722023215","2.77491716999972e-05","4.05028659504076","238.491898357158","0.00770621684095741","4.04347764039803","237.097077480072","0.00770621684095741","3.93524661195062","227.752317148401","0.00770621684095741","3.799803827109","216.049182148756","0.00770621684095741","3.78765234379587","213.679695645388","0.00770621684095741"
8.75,"3.97923734912796","239.551210356526","1.99754964150172e-05","3.97432506581546","238.849369492252","2.00060701367708e-05","3.83248543083893","227.505061478233","2.00060701367708e-05","3.66464435506755","213.936120415944","2.00060701367708e-05","3.98553510581125","230.057257129026","2.00655905029735e-05","4.06081796443812","242.552716321596","0.0065702145530757","4.05408017212805","241.151157652201","0.0065702145530757","3.94692031886449","231.699237467266","0.0065702145530757","3.81276957092234","219.861951719678","0.0065702145530757","3.800740608851","217.480436254239","0.0065702145530757"
8.875,"3.98127545510257","243.532485811628","1.45712624835993e-05","3.97639994043383","242.825769432686","1.45922855396738e-05","3.83536747260561","231.340428950839","1.45922855396738e-05","3.66842287490665","217.60454329085","1.45922855396738e-05","3.9885054950054","234.045762624031","1.46353638306437e-05","4.06415856036796","246.616874881964","0.0056377993493185","4.05747020075052","245.208627852951","0.0056377993493185","3.95104523698947","235.650282704255","0.0056377993493185","3.81778042661943","223.679732146298","0.0056377993493185","3.8058376672436","221.286273921482","0.0056377993493185"
9,"3.97478371430988","247.507269525938","1.07212606273562e-05","3.96995112652634","246.795720559212","1.07348359056327e-05","3.8297509771885","235.170179928027","1.07348359056327e-05","3.6637330727216","221.268276363572","1.07348359056327e-05","3.98241097463802","238.028173598669","1.07665517694551e-05","4.05810554545891","250.674980427423","0.00486866637330377","4.05147525184553","249.260103104797","0.00486866637330377","3.945923200887","239.596205905142","0.00486866637330377","3.81371256025581","227.493444706554","0.00486866637330377","3.8018711242407","225.088145045723","0.00486866637330377"
9.125,"3.96857921842154","251.47584874436","7.95731898830596e-06","3.96378260107691","250.759503160289","7.9655340207794e-06","3.82419353405432","238.994373462082","7.9655340207794e-06","3.65885368660071","224.927130050172","7.9655340207794e-06","3.97621554993911","242.004389148608","7.98918652559627e-06","4.05198574681223","254.726966174235","0.00423087005243323","4.04542091849613","253.305524023293","0.00423087005243323","3.94084784696708","243.53705375211","0.00423087005243323","3.80982247861678","231.30326718517","0.00423087005243323","3.79809413694363","228.886239182667","0.00423087005243323"
9.25,"3.96364124290316","255.439489987263","5.95939070290893e-06","3.95887748064616","254.718380640935","5.9640548754561e-06","3.81976445654302","242.814137918625","5.9640548754561e-06","3.65495180708838","228.582081857261","5.9640548754561e-06","3.97115353919983","245.975542687808","5.9819051466236e-06","4.04906378650124","258.776029960736","0.00369837098034749","4.04255489906507","257.348078922358","0.00369837098034749","3.93881480509864","247.475868557208","0.00369837098034749","3.80880018309602","235.112067368266","0.00369837098034749","3.7971690669909","232.683408249658","0.00369837098034749"
9.375,"3.96406312034499","259.403553107608","4.50498651241117e-06","3.95933131863865","258.677711959574","4.50841218483477e-06","3.82079567643576","246.63493359506","4.50841218483477e-06","3.65662740469735","232.238709261958","4.50841218483477e-06","3.97204233342231","249.947585021231","4.52198979759229e-06","4.06411195662343","262.84014191736","0.00325044793208609","4.05765501510256","261.40573393746","0.00325044793208609","3.95468442301537","251.430552980224","0.00325044793208609","3.82560568303711","238.937673051303","0.00325044793208609","3.81406527716193","236.49747352682","0.00325044793208609"
9.5,"3.97243307136674","263.375986178974","3.43411200433944e-06","3.9677352032841","262.645447162858","3.43642215110274e-06","3.82999208070351","250.464925675764","3.43642215110274e-06","3.66671368397894","235.905422945937","3.43642215110274e-06","3.98189969118748","253.929484712418","3.44685728664189e-06","4.08584788837176","266.925989805731","0.00287243273772303","4.07944325993971","265.4851771974","0.00287243273772303","3.97724914955264","255.407802129776","0.00287243273772303","3.84911752704888","242.786790578352","0.00287243273772303","3.83766824729226","240.335141774112","0.00287243273772303"
9.625,"3.984180922341","267.360167101315","2.63766023545381e-06","3.97951987635627","266.624967039214","2.63904095421601e-06","3.84266534604308","254.307591021807","2.63904095421601e-06","3.68038823384783","239.585811179785","2.63904095421601e-06","3.99557450762651","257.925059220044","2.64708862142465e-06","4.10869717197026","271.034686977702","0.00255203376910397","4.10234250630028","269.5875197037","0.00255203376910397","4.00088633135014","259.408688461126","0.00255203376910397","3.87365757320134","246.660448151554","0.00255203376910397","3.86229522805184","244.197437002164","0.00255203376910397"
9.75,"3.99235792659621","271.352525027912","2.04031846019343e-06","3.98773236988938","270.612699409103","2.04083406357004e-06","3.85167552770991","258.159266549517","2.04083406357004e-06","3.69029824862801","243.276109428413","2.04083406357004e-06","4.00527107459465","261.930330294639","2.04708935201361e-06","4.12859518861334","275.163282166315","0.00227896818690317","4.12228534557706","273.709805049277","0.00227896818690317","4.02148887684789","263.430177337974","0.00227896818690317","3.89507022973678","250.55551838129","0.00227896818690317","3.88378614660834","248.081223148772","0.00227896818690317"
9.875,"3.99380620189916","275.346331229811","1.58928933239774e-06","3.98920682351276","274.601906232616","1.58940522350895e-06","3.85356207553929","262.012828625056","1.58940522350895e-06","3.69264726508959","246.968756693503","1.58940522350895e-06","4.00699326908515","265.937323563724","1.59430520863242e-06","4.13281822176896","279.296100388084","0.00204457198516694","4.12655619465897","277.836361243936","0.00204457198516694","4.0264622029751","267.456639540949","0.00204457198516694","3.90090820909394","254.456426590384","0.00204457198516694","3.88970721489389","251.970930363666","0.00204457198516694"
10,"3.99024253942811","279.336573769239","1.24621967489102e-06","3.98565692933107","278.587563161947","1.2462471759532e-06","3.85023167274222","265.863060297798","1.2462471759532e-06","3.68956200234911","250.658318695852","1.2462471759532e-06","4.00297608998182","269.940299653706","1.25009197511666e-06","4.1269287090776","283.423029097162","0.00184202534121614","4.12071878128228","281.957080025219","0.00184202534121614","4.02139974489992","271.478039285849","0.00184202534121614","3.8968003031055","258.35322689349","0.00184202534121614","3.88568991998354","255.85662028365","0.00184202534121614"
10.125,"3.98558184739692","283.322155616636","9.83061041593653e-07","3.98099831753459","282.568561479482","9.83145415464567e-07","3.84589729870584","269.708957596504","9.83145415464567e-07","3.68559287021254","254.343911566064","9.83145415464567e-07","3.99800339469083","273.938303048397","9.86181724905899e-07","4.12199819489141","287.545027292053","0.00166609923092766","4.11583644348993","286.072916468709","0.00166609923092766","4.01722935184117","275.49526863769","0.00166609923092766","3.89350972585186","262.246736619342","0.00166609923092766","3.88248305366808","259.739103337318","0.00166609923092766"
10.25,"3.98139441398531","287.303550030621","7.78645878155923e-07","3.97682640889704","286.545387888379","7.78845950086522e-07","3.8420401510812","273.550997747586","7.78845950086522e-07","3.68209141271337","258.026002978778","7.78845950086522e-07","3.99348539573962","277.931788444137","7.81258030241589e-07","4.12092622397104","291.665953516024","0.00151258233115817","4.11480858948421","290.187725058193","0.00151258233115817","4.01685387350878","279.512122511199","0.00151258233115817","3.89394336033176","266.140679979674","0.00151258233115817","3.88299370743154","263.622097044749","0.00151258233115817"
10.375,"3.98236201075339","291.285912041375","6.17761478714373e-07","3.9778119893297","290.523199877709","6.17652235020299e-07","3.84340019667274","277.394397944258","6.17652235020299e-07","3.68387621056557","261.709879189343","6.17652235020299e-07","3.99465346015098","281.926441904288","6.19572782437745e-07","4.13964393277981","295.805597448804","0.0013779027719612","4.13357491143686","294.32129996963","0.0013779027719612","4.03634313945106","283.54846565065","0.0013779027719612","3.91432897585474","270.055008955528","0.0013779027719612","3.90346362435043","267.5255606691","0.0013779027719612"
10.5,"3.99143379171749","295.277345833092","4.91839572286053e-07","3.98691884008564","294.510118717794","4.91688147377028e-07","3.85307931027009","281.247477254528","4.91688147377028e-07","3.69420819377975","265.404087383123","4.91688147377028e-07","4.00493142067239","285.93137332496","4.93217590252138e-07","4.16412563399095","299.969723082795","0.00125928502238519","4.15810630292928","298.479406272559","0.00125928502238519","4.06161256300885","287.610078213659","0.00125928502238519","3.94051348759925","273.995522443128","0.00125928502238519","3.9297337950847","271.455294464184","0.00125928502238519"
10.625,"4.00454166597362","299.281887499066","3.93324299273577e-07","4.00005584116879","298.510174558963","3.93209464064525e-07","3.86681102381","285.114288278338","3.93209464064525e-07","3.70862046723352","269.112707850356","3.93209464064525e-07","4.01960209557345","289.950975420533","3.94435090629631e-07","4.18764645334562","304.15736953614","0.00115430569930504","4.18167568873006","302.661081961289","0.00115430569930504","4.08590790513753","291.695986118797","0.00115430569930504","3.96571009832527","277.961232541453","0.00115430569930504","3.95501470725659","275.410309171441","0.00115430569930504"
10.75,"4.01427330921743","303.296160808283","3.15842089141223e-07","4.00980928242225","302.519983841385","3.15886463498794e-07","3.87708220469013","288.991370483028","3.15886463498794e-07","3.71948527386804","272.832193124224","3.15886463498794e-07","4.0305048474839","293.981480268017","3.16864374864562e-07","4.20818861804224","308.365558154183","0.0010610544378215","4.20226568457368","306.863347645863","0.0010610544378215","4.10721323204672","295.803199350843","0.0010610544378215","3.98790424567087","281.949136787124","0.0010610544378215","3.97729180288729","279.387600974328","0.0010610544378215"
10.875,"4.0160644778039","307.312225286087","2.5431929014393e-07","4.01161622319013","306.531600064575","2.54423933017634e-07","3.87933624226284","292.870706725291","2.54423933017634e-07","3.72225241385936","276.554445538084","2.54423933017634e-07","4.03276598895413","298.014246256971","2.55209786401484e-07","4.21428911735876","312.579847271541","0.000977840832728099","4.20841155917449","311.071759205037","0.000977840832728099","4.11403764591399","299.917236996757","0.000977840832728099","3.99557385147389","285.944710638598","0.000977840832728099","3.9850397552664","283.372640729595","0.000977840832728099"
11,"4.01321839108545","311.325443677172","2.0516860253748e-07","4.00878840299388","310.540388467569","2.05241834274149e-07","3.87691852133582","296.747625246627","2.05241834274149e-07","3.72030582558866","280.274751363672","2.05241834274149e-07","4.03000564712046","302.044251904092","2.05873476721762e-07","4.21119065725443","316.791037928796","0.000903300640462316","4.20536138905767","315.277120594095","0.000903300640462316","4.11171526382378","304.028952260581","0.000903300640462316","3.99415642139075","289.938867059988","0.000903300640462316","3.98370603336921","287.356346762964","0.000903300640462316"
11.125,"4.01047587637618","315.335919553549","1.65820586218988e-07","4.00605224574431","314.546440713313","1.65855722221901e-07","3.8745538333714","300.622179079999","1.65855722221901e-07","3.71836666326142","283.993118026934","1.65855722221901e-07","4.02730722658609","306.071559130678","1.66365629901751e-07","4.20631425162064","320.997352180416","0.000836303246804124","4.20053508020143","319.477655674296","0.000836303246804124","4.10764385456338","308.136596115144","0.000836303246804124","3.9910242441147","293.929891304103","0.000836303246804124","3.98066040103939","291.337007164003","0.000836303246804124"
11.25,"4.00817891045532","319.344098464004","1.34211871879768e-07","4.00377149203246","318.550212205346","1.34256415789659e-07","3.87263739091984","304.494816470918","1.34256415789659e-07","3.71686710626058","287.709985133194","1.34256415789659e-07","4.02507221678004","310.096631347458","1.3466546418822e-07","4.20195349969428","325.199305680111","0.000775727299798178","4.19621580563909","323.673871479935","0.000775727299798178","4.10395061182206","312.240546726966","0.000775727299798178","3.98811324875066","297.918004552854","0.000775727299798178","3.97782145696668","295.31482862097","0.000775727299798178"
11.375,"4.01042953970214","323.354528003706","1.08668939070885e-07","4.00603748546308","322.556249690809","1.0870541815398e-07","3.87525944496468","308.370075915883","1.0870541815398e-07","3.71989531130975","291.429880444504","1.0870541815398e-07","4.02774152079467","314.124372868253","1.09035204170776e-07","4.20291533814736","329.402221018258","0.000720528886084092","4.19720957376905","327.871081053704","0.000720528886084092","4.10541874087523","316.345965467842","0.000720528886084092","3.99017917508648","301.90818372794","0.000720528886084092","3.97994282755551","299.294771448525","0.000720528886084092"
11.5,"4.01780957773167","327.372337581438","8.81291688289212e-08","4.01343523535438","326.569684926163","8.8169790033254e-08","3.88306913657182","312.253145052455","8.8169790033254e-08","3.72817454942378","295.158054993928","8.8169790033254e-08","4.03604825347545","318.160421121728","8.84364280932003e-08","4.21224701221349","333.614468030472","0.000670423895932782","4.20657348863838","332.077654542343","0.000670423895932782","4.11526580507159","320.461231272913","0.000670423895932782","4.00063436334981","305.90881809129","0.000670423895932782","3.99045425364555","303.285225702171","0.000670423895932782"
11.625,"4.02846761990031","331.400805201338","7.16285997474379e-08","4.0241191425877","330.593804068751","7.16648147263248e-08","3.89425348624353","316.147398538698","7.16648147263248e-08","3.73992969826493","298.897984692193","7.16648147263248e-08","4.04808197817531","322.208503099903","7.18798542610284e-08","4.23056516835907","337.845033198831","0.00062497535004278","4.22492336113178","336.302577903474","0.00062497535004278","4.13409905848844","324.595330331402","0.00062497535004278","4.02007577781999","309.92889386911","0.00062497535004278","4.00995143658314","307.295177138754","0.00062497535004278"
11.75,"4.03807884797494","335.438884049313","5.8350090642144e-08","4.03375089337328","334.627554962124","5.83861640995071e-08","3.90444429594453","320.051842834643","5.83861640995071e-08","3.75075758036342","302.648742272556","5.83861640995071e-08","4.05914035678002","326.267643456683","5.85604193765915e-08","4.24063559366313","342.085668792494","0.000583666795258225","4.23502079374054","340.537598697215","0.000583666795258225","4.1446003894148","328.739930720817","0.000583666795258225","4.03108883725625","313.959982706366","0.000583666795258225","4.02101157245821","311.316188711212","0.000583666795258225"
11.875,"4.04031480856808","339.479198857881","4.76177099436764e-08","4.03600454031083","338.663559502435","4.76516385132725e-08","3.90722472901567","323.959067563659","4.76516385132725e-08","3.75413840045853","306.402880673015","4.76516385132725e-08","4.06225700017228","330.329900456856","4.77927971256414e-08","4.23999306863229","346.325661861126","0.000545900354718178","4.23441194831253","344.772010645528","0.000545900354718178","4.14450433176418","332.884435052581","0.000545900354718178","4.03163723394334","317.99161994031","0.000545900354718178","4.02161837922253","315.337807090435","0.000545900354718178"
12,"4.03841877857988","343.517617636461","3.89227121092614e-08","4.03413149536796","342.697690997803","3.8950533878006e-08","3.90593877076409","327.865006334423","3.8950533878006e-08","3.75352266611809","310.156403339133","3.8950533878006e-08","4.06109639863196","334.390996855488","3.90652556066734e-08","4.23660613103976","350.562267992166","0.000511232730740381","4.2310619206436","349.003072566171","0.000511232730740381","4.14172308669169","337.026158139272","0.000511232730740381","4.02956883901825","322.021188779328","0.000511232730740381","4.01961436678311","319.357421457218","0.000511232730740381"
12.125,"4.03725266157302","347.554870298034","3.18715439460727e-08","4.03297944321086","346.730670441014","3.18949008693551e-08","3.90543155993541","331.770437894358","3.18949008693551e-08","3.75375174270016","313.910155081833","3.18949008693551e-08","4.06087021551689","338.451867071005","3.19878005015291e-08","4.23275429306791","354.795022285234","0.000479358890079855","4.22724519589573","353.230317762067","0.000479358890079855","4.13844625889445","341.164604398167","0.000479358890079855","4.02696956844528","326.048158347773","0.000479358890079855","4.01707613835591","323.374497595574","0.000479358890079855"
12.25,"4.03681272941729","351.591683027451","2.61364336732397e-08","4.03255787474622","350.76322831576","2.61582439059844e-08","3.90561841693764","335.676056311296","2.61582439059844e-08","3.75463110117543","317.664786183009","2.61582439059844e-08","4.06136346108106","342.513230532086","2.62339700249551e-08","4.2299641152235","359.024986400457","0.00044994747975094","4.22448504897598","357.454802811043","0.00044994747975094","4.13614378965006","345.300748187817","0.00044994747975094","4.02524479029728","330.07340313807","0.00044994747975094","4.01540339181994","327.389900987394","0.00044994747975094"
12.375,"4.03980575836118","355.631488785813","2.14500741911263e-08","4.03557431605547","354.798802631816","2.14658080428445e-08","3.90929352650319","339.585349837799","2.14658080428445e-08","3.759053850879","321.423840033888","2.14658080428445e-08","4.06568146867963","346.578912000765","2.15273910988366e-08","4.23920522671167","363.264191627169","0.000422637450697574","4.23376142126158","361.688564232304","0.000422637450697574","4.1459661544628","349.44671434228","0.000422637450697574","4.03575190263465","334.109155040705","0.000422637450697574","4.02597155854997","331.415872545944","0.000422637450697574"
12.5,"4.0492114915144","359.680700277327","1.76381319459555e-08","4.04500765952134","358.843810291337","1.76512064058849e-08","3.91940349354856","343.504753331348","1.76512064058849e-08","3.76993093348351","325.193770967371","1.76512064058849e-08","4.07693912666728","350.655851127433","1.77013692580811e-08","4.25670940999585","367.520901037165","0.000397441098002555","4.25129802389641","365.939862256201","0.000397441098002555","4.16400638580064","353.61072072808","0.000397441098002555","4.05442531866983","338.163580359375","0.000397441098002555","4.04470128911982","335.460573835064","0.000397441098002555"
